id,"machine_name","variable_name","datetime_from","datetime_to",value
16471,"4x2 brick mould","PRODUCTION","2018-01-07 08:35:00","2018-01-07 08:40:00",2396
16472,"4x2 brick mould","SCRAP","2018-01-07 08:35:00","2018-01-07 08:40:00",85
16473,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 08:35:00","2018-01-07 08:40:00",76
16474,"2x2 brick mould","PRODUCTION","2018-01-07 08:35:00","2018-01-07 08:40:00",2116
16475,"2x2 brick mould","SCRAP","2018-01-07 08:35:00","2018-01-07 08:40:00",111
16476,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 08:35:00","2018-01-07 08:40:00",78
16477,"3x2 brick mould","PRODUCTION","2018-01-07 08:35:00","2018-01-07 08:40:00",0
16478,"3x2 brick mould","SCRAP","2018-01-07 08:35:00","2018-01-07 08:40:00",0
16479,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 08:35:00","2018-01-07 08:40:00",78
16480,"4x2 brick mould","PRODUCTION","2018-01-07 08:40:00","2018-01-07 08:45:00",3017
16481,"4x2 brick mould","SCRAP","2018-01-07 08:40:00","2018-01-07 08:45:00",60
16482,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 08:40:00","2018-01-07 08:45:00",77
16483,"2x2 brick mould","PRODUCTION","2018-01-07 08:40:00","2018-01-07 08:45:00",2962
16484,"2x2 brick mould","SCRAP","2018-01-07 08:40:00","2018-01-07 08:45:00",135
16485,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 08:40:00","2018-01-07 08:45:00",77
16486,"3x2 brick mould","PRODUCTION","2018-01-07 08:40:00","2018-01-07 08:45:00",3190
16487,"3x2 brick mould","SCRAP","2018-01-07 08:40:00","2018-01-07 08:45:00",89
16488,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 08:40:00","2018-01-07 08:45:00",88
16489,"4x2 brick mould","PRODUCTION","2018-01-07 08:45:00","2018-01-07 08:50:00",2674
16490,"4x2 brick mould","SCRAP","2018-01-07 08:45:00","2018-01-07 08:50:00",93
16491,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 08:45:00","2018-01-07 08:50:00",82
16492,"2x2 brick mould","PRODUCTION","2018-01-07 08:45:00","2018-01-07 08:50:00",2938
16493,"2x2 brick mould","SCRAP","2018-01-07 08:45:00","2018-01-07 08:50:00",85
16494,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 08:45:00","2018-01-07 08:50:00",79
16495,"3x2 brick mould","PRODUCTION","2018-01-07 08:45:00","2018-01-07 08:50:00",2076
16496,"3x2 brick mould","SCRAP","2018-01-07 08:45:00","2018-01-07 08:50:00",74
16497,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 08:45:00","2018-01-07 08:50:00",77
16498,"4x2 brick mould","PRODUCTION","2018-01-07 08:50:00","2018-01-07 08:55:00",3153
16499,"4x2 brick mould","SCRAP","2018-01-07 08:50:00","2018-01-07 08:55:00",98
16500,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 08:50:00","2018-01-07 08:55:00",82
16501,"2x2 brick mould","PRODUCTION","2018-01-07 08:50:00","2018-01-07 08:55:00",2369
16502,"2x2 brick mould","SCRAP","2018-01-07 08:50:00","2018-01-07 08:55:00",96
16503,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 08:50:00","2018-01-07 08:55:00",74
16504,"3x2 brick mould","PRODUCTION","2018-01-07 08:50:00","2018-01-07 08:55:00",0
16505,"3x2 brick mould","SCRAP","2018-01-07 08:50:00","2018-01-07 08:55:00",0
16506,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 08:50:00","2018-01-07 08:55:00",88
16507,"4x2 brick mould","PRODUCTION","2018-01-07 08:55:00","2018-01-07 09:00:00",0
16508,"4x2 brick mould","SCRAP","2018-01-07 08:55:00","2018-01-07 09:00:00",0
16509,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 08:55:00","2018-01-07 09:00:00",97
16510,"2x2 brick mould","PRODUCTION","2018-01-07 08:55:00","2018-01-07 09:00:00",2530
16511,"2x2 brick mould","SCRAP","2018-01-07 08:55:00","2018-01-07 09:00:00",136
16512,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 08:55:00","2018-01-07 09:00:00",78
16513,"3x2 brick mould","PRODUCTION","2018-01-07 08:55:00","2018-01-07 09:00:00",2990
16514,"3x2 brick mould","SCRAP","2018-01-07 08:55:00","2018-01-07 09:00:00",78
16515,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 08:55:00","2018-01-07 09:00:00",78
16516,"4x2 brick mould","PRODUCTION","2018-01-07 09:00:00","2018-01-07 09:05:00",2038
16517,"4x2 brick mould","SCRAP","2018-01-07 09:00:00","2018-01-07 09:05:00",63
16518,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 09:00:00","2018-01-07 09:05:00",90
16519,"2x2 brick mould","PRODUCTION","2018-01-07 09:00:00","2018-01-07 09:05:00",2925
16520,"2x2 brick mould","SCRAP","2018-01-07 09:00:00","2018-01-07 09:05:00",131
16521,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 09:00:00","2018-01-07 09:05:00",84
16522,"3x2 brick mould","PRODUCTION","2018-01-07 09:00:00","2018-01-07 09:05:00",2294
16523,"3x2 brick mould","SCRAP","2018-01-07 09:00:00","2018-01-07 09:05:00",123
16524,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 09:00:00","2018-01-07 09:05:00",78
16525,"4x2 brick mould","PRODUCTION","2018-01-07 09:05:00","2018-01-07 09:10:00",2856
16526,"4x2 brick mould","SCRAP","2018-01-07 09:05:00","2018-01-07 09:10:00",71
16527,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 09:05:00","2018-01-07 09:10:00",79
16528,"2x2 brick mould","PRODUCTION","2018-01-07 09:05:00","2018-01-07 09:10:00",0
16529,"2x2 brick mould","SCRAP","2018-01-07 09:05:00","2018-01-07 09:10:00",0
16530,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 09:05:00","2018-01-07 09:10:00",79
16531,"3x2 brick mould","PRODUCTION","2018-01-07 09:05:00","2018-01-07 09:10:00",2375
16532,"3x2 brick mould","SCRAP","2018-01-07 09:05:00","2018-01-07 09:10:00",137
16533,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 09:05:00","2018-01-07 09:10:00",88
16534,"4x2 brick mould","PRODUCTION","2018-01-07 09:10:00","2018-01-07 09:15:00",2640
16535,"4x2 brick mould","SCRAP","2018-01-07 09:10:00","2018-01-07 09:15:00",123
16536,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 09:10:00","2018-01-07 09:15:00",93
16537,"2x2 brick mould","PRODUCTION","2018-01-07 09:10:00","2018-01-07 09:15:00",2115
16538,"2x2 brick mould","SCRAP","2018-01-07 09:10:00","2018-01-07 09:15:00",126
16539,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 09:10:00","2018-01-07 09:15:00",77
16540,"3x2 brick mould","PRODUCTION","2018-01-07 09:10:00","2018-01-07 09:15:00",2273
16541,"3x2 brick mould","SCRAP","2018-01-07 09:10:00","2018-01-07 09:15:00",139
16542,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 09:10:00","2018-01-07 09:15:00",78
16543,"4x2 brick mould","PRODUCTION","2018-01-07 09:15:00","2018-01-07 09:20:00",0
16544,"4x2 brick mould","SCRAP","2018-01-07 09:15:00","2018-01-07 09:20:00",0
16545,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 09:15:00","2018-01-07 09:20:00",88
16546,"2x2 brick mould","PRODUCTION","2018-01-07 09:15:00","2018-01-07 09:20:00",0
16547,"2x2 brick mould","SCRAP","2018-01-07 09:15:00","2018-01-07 09:20:00",0
16548,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 09:15:00","2018-01-07 09:20:00",79
16549,"3x2 brick mould","PRODUCTION","2018-01-07 09:15:00","2018-01-07 09:20:00",2913
16550,"3x2 brick mould","SCRAP","2018-01-07 09:15:00","2018-01-07 09:20:00",61
16551,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 09:15:00","2018-01-07 09:20:00",78
16552,"4x2 brick mould","PRODUCTION","2018-01-07 09:20:00","2018-01-07 09:25:00",0
16553,"4x2 brick mould","SCRAP","2018-01-07 09:20:00","2018-01-07 09:25:00",0
16554,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 09:20:00","2018-01-07 09:25:00",82
16555,"2x2 brick mould","PRODUCTION","2018-01-07 09:20:00","2018-01-07 09:25:00",2452
16556,"2x2 brick mould","SCRAP","2018-01-07 09:20:00","2018-01-07 09:25:00",83
16557,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 09:20:00","2018-01-07 09:25:00",88
16558,"3x2 brick mould","PRODUCTION","2018-01-07 09:20:00","2018-01-07 09:25:00",2972
16559,"3x2 brick mould","SCRAP","2018-01-07 09:20:00","2018-01-07 09:25:00",89
16560,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 09:20:00","2018-01-07 09:25:00",76
16561,"4x2 brick mould","PRODUCTION","2018-01-07 09:25:00","2018-01-07 09:30:00",0
16562,"4x2 brick mould","SCRAP","2018-01-07 09:25:00","2018-01-07 09:30:00",0
16563,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 09:25:00","2018-01-07 09:30:00",96
16564,"2x2 brick mould","PRODUCTION","2018-01-07 09:25:00","2018-01-07 09:30:00",2342
16565,"2x2 brick mould","SCRAP","2018-01-07 09:25:00","2018-01-07 09:30:00",78
16566,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 09:25:00","2018-01-07 09:30:00",84
16567,"3x2 brick mould","PRODUCTION","2018-01-07 09:25:00","2018-01-07 09:30:00",0
16568,"3x2 brick mould","SCRAP","2018-01-07 09:25:00","2018-01-07 09:30:00",0
16569,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 09:25:00","2018-01-07 09:30:00",94
16570,"4x2 brick mould","PRODUCTION","2018-01-07 09:30:00","2018-01-07 09:35:00",3162
16571,"4x2 brick mould","SCRAP","2018-01-07 09:30:00","2018-01-07 09:35:00",66
16572,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 09:30:00","2018-01-07 09:35:00",89
16573,"2x2 brick mould","PRODUCTION","2018-01-07 09:30:00","2018-01-07 09:35:00",2986
16574,"2x2 brick mould","SCRAP","2018-01-07 09:30:00","2018-01-07 09:35:00",69
16575,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 09:30:00","2018-01-07 09:35:00",78
16576,"3x2 brick mould","PRODUCTION","2018-01-07 09:30:00","2018-01-07 09:35:00",2254
16577,"3x2 brick mould","SCRAP","2018-01-07 09:30:00","2018-01-07 09:35:00",55
16578,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 09:30:00","2018-01-07 09:35:00",90
16579,"4x2 brick mould","PRODUCTION","2018-01-07 09:35:00","2018-01-07 09:40:00",2528
16580,"4x2 brick mould","SCRAP","2018-01-07 09:35:00","2018-01-07 09:40:00",82
16581,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 09:35:00","2018-01-07 09:40:00",76
16582,"2x2 brick mould","PRODUCTION","2018-01-07 09:35:00","2018-01-07 09:40:00",2039
16583,"2x2 brick mould","SCRAP","2018-01-07 09:35:00","2018-01-07 09:40:00",80
16584,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 09:35:00","2018-01-07 09:40:00",86
16585,"3x2 brick mould","PRODUCTION","2018-01-07 09:35:00","2018-01-07 09:40:00",2450
16586,"3x2 brick mould","SCRAP","2018-01-07 09:35:00","2018-01-07 09:40:00",56
16587,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 09:35:00","2018-01-07 09:40:00",82
16588,"4x2 brick mould","PRODUCTION","2018-01-07 09:40:00","2018-01-07 09:45:00",2794
16589,"4x2 brick mould","SCRAP","2018-01-07 09:40:00","2018-01-07 09:45:00",123
16590,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 09:40:00","2018-01-07 09:45:00",79
16591,"2x2 brick mould","PRODUCTION","2018-01-07 09:40:00","2018-01-07 09:45:00",2195
16592,"2x2 brick mould","SCRAP","2018-01-07 09:40:00","2018-01-07 09:45:00",137
16593,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 09:40:00","2018-01-07 09:45:00",78
16594,"3x2 brick mould","PRODUCTION","2018-01-07 09:40:00","2018-01-07 09:45:00",2903
16595,"3x2 brick mould","SCRAP","2018-01-07 09:40:00","2018-01-07 09:45:00",106
16596,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 09:40:00","2018-01-07 09:45:00",81
16597,"4x2 brick mould","PRODUCTION","2018-01-07 09:45:00","2018-01-07 09:50:00",2040
16598,"4x2 brick mould","SCRAP","2018-01-07 09:45:00","2018-01-07 09:50:00",121
16599,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 09:45:00","2018-01-07 09:50:00",78
16600,"2x2 brick mould","PRODUCTION","2018-01-07 09:45:00","2018-01-07 09:50:00",0
16601,"2x2 brick mould","SCRAP","2018-01-07 09:45:00","2018-01-07 09:50:00",0
16602,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 09:45:00","2018-01-07 09:50:00",79
16603,"3x2 brick mould","PRODUCTION","2018-01-07 09:45:00","2018-01-07 09:50:00",0
16604,"3x2 brick mould","SCRAP","2018-01-07 09:45:00","2018-01-07 09:50:00",0
16605,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 09:45:00","2018-01-07 09:50:00",77
16606,"4x2 brick mould","PRODUCTION","2018-01-07 09:50:00","2018-01-07 09:55:00",2184
16607,"4x2 brick mould","SCRAP","2018-01-07 09:50:00","2018-01-07 09:55:00",130
16608,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 09:50:00","2018-01-07 09:55:00",79
16609,"2x2 brick mould","PRODUCTION","2018-01-07 09:50:00","2018-01-07 09:55:00",2416
16610,"2x2 brick mould","SCRAP","2018-01-07 09:50:00","2018-01-07 09:55:00",88
16611,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 09:50:00","2018-01-07 09:55:00",85
16612,"3x2 brick mould","PRODUCTION","2018-01-07 09:50:00","2018-01-07 09:55:00",2014
16613,"3x2 brick mould","SCRAP","2018-01-07 09:50:00","2018-01-07 09:55:00",92
16614,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 09:50:00","2018-01-07 09:55:00",79
16615,"4x2 brick mould","PRODUCTION","2018-01-07 09:55:00","2018-01-07 10:00:00",3074
16616,"4x2 brick mould","SCRAP","2018-01-07 09:55:00","2018-01-07 10:00:00",45
16617,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 09:55:00","2018-01-07 10:00:00",76
16618,"2x2 brick mould","PRODUCTION","2018-01-07 09:55:00","2018-01-07 10:00:00",2476
16619,"2x2 brick mould","SCRAP","2018-01-07 09:55:00","2018-01-07 10:00:00",68
16620,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 09:55:00","2018-01-07 10:00:00",77
16621,"3x2 brick mould","PRODUCTION","2018-01-07 09:55:00","2018-01-07 10:00:00",0
16622,"3x2 brick mould","SCRAP","2018-01-07 09:55:00","2018-01-07 10:00:00",0
16623,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 09:55:00","2018-01-07 10:00:00",92
16624,"4x2 brick mould","PRODUCTION","2018-01-07 10:00:00","2018-01-07 10:05:00",2007
16625,"4x2 brick mould","SCRAP","2018-01-07 10:00:00","2018-01-07 10:05:00",116
16626,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 10:00:00","2018-01-07 10:05:00",75
16627,"2x2 brick mould","PRODUCTION","2018-01-07 10:00:00","2018-01-07 10:05:00",0
16628,"2x2 brick mould","SCRAP","2018-01-07 10:00:00","2018-01-07 10:05:00",0
16629,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 10:00:00","2018-01-07 10:05:00",84
16630,"3x2 brick mould","PRODUCTION","2018-01-07 10:00:00","2018-01-07 10:05:00",3046
16631,"3x2 brick mould","SCRAP","2018-01-07 10:00:00","2018-01-07 10:05:00",97
16632,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 10:00:00","2018-01-07 10:05:00",93
16633,"4x2 brick mould","PRODUCTION","2018-01-07 10:05:00","2018-01-07 10:10:00",3059
16634,"4x2 brick mould","SCRAP","2018-01-07 10:05:00","2018-01-07 10:10:00",56
16635,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 10:05:00","2018-01-07 10:10:00",77
16636,"2x2 brick mould","PRODUCTION","2018-01-07 10:05:00","2018-01-07 10:10:00",2441
16637,"2x2 brick mould","SCRAP","2018-01-07 10:05:00","2018-01-07 10:10:00",91
16638,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 10:05:00","2018-01-07 10:10:00",87
16639,"3x2 brick mould","PRODUCTION","2018-01-07 10:05:00","2018-01-07 10:10:00",3117
16640,"3x2 brick mould","SCRAP","2018-01-07 10:05:00","2018-01-07 10:10:00",95
16641,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 10:05:00","2018-01-07 10:10:00",82
16642,"4x2 brick mould","PRODUCTION","2018-01-07 10:10:00","2018-01-07 10:15:00",3072
16643,"4x2 brick mould","SCRAP","2018-01-07 10:10:00","2018-01-07 10:15:00",114
16644,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 10:10:00","2018-01-07 10:15:00",78
16645,"2x2 brick mould","PRODUCTION","2018-01-07 10:10:00","2018-01-07 10:15:00",2888
16646,"2x2 brick mould","SCRAP","2018-01-07 10:10:00","2018-01-07 10:15:00",84
16647,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 10:10:00","2018-01-07 10:15:00",81
16648,"3x2 brick mould","PRODUCTION","2018-01-07 10:10:00","2018-01-07 10:15:00",2782
16649,"3x2 brick mould","SCRAP","2018-01-07 10:10:00","2018-01-07 10:15:00",79
16650,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 10:10:00","2018-01-07 10:15:00",71
16651,"4x2 brick mould","PRODUCTION","2018-01-07 10:15:00","2018-01-07 10:20:00",2644
16652,"4x2 brick mould","SCRAP","2018-01-07 10:15:00","2018-01-07 10:20:00",89
16653,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 10:15:00","2018-01-07 10:20:00",74
16654,"2x2 brick mould","PRODUCTION","2018-01-07 10:15:00","2018-01-07 10:20:00",0
16655,"2x2 brick mould","SCRAP","2018-01-07 10:15:00","2018-01-07 10:20:00",0
16656,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 10:15:00","2018-01-07 10:20:00",93
16657,"3x2 brick mould","PRODUCTION","2018-01-07 10:15:00","2018-01-07 10:20:00",0
16658,"3x2 brick mould","SCRAP","2018-01-07 10:15:00","2018-01-07 10:20:00",0
16659,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 10:15:00","2018-01-07 10:20:00",81
16660,"4x2 brick mould","PRODUCTION","2018-01-07 10:20:00","2018-01-07 10:25:00",2796
16661,"4x2 brick mould","SCRAP","2018-01-07 10:20:00","2018-01-07 10:25:00",132
16662,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 10:20:00","2018-01-07 10:25:00",79
16663,"2x2 brick mould","PRODUCTION","2018-01-07 10:20:00","2018-01-07 10:25:00",2164
16664,"2x2 brick mould","SCRAP","2018-01-07 10:20:00","2018-01-07 10:25:00",53
16665,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 10:20:00","2018-01-07 10:25:00",80
16666,"3x2 brick mould","PRODUCTION","2018-01-07 10:20:00","2018-01-07 10:25:00",2132
16667,"3x2 brick mould","SCRAP","2018-01-07 10:20:00","2018-01-07 10:25:00",100
16668,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 10:20:00","2018-01-07 10:25:00",93
16669,"4x2 brick mould","PRODUCTION","2018-01-07 10:25:00","2018-01-07 10:30:00",0
16670,"4x2 brick mould","SCRAP","2018-01-07 10:25:00","2018-01-07 10:30:00",0
16671,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 10:25:00","2018-01-07 10:30:00",78
16672,"2x2 brick mould","PRODUCTION","2018-01-07 10:25:00","2018-01-07 10:30:00",2482
16673,"2x2 brick mould","SCRAP","2018-01-07 10:25:00","2018-01-07 10:30:00",52
16674,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 10:25:00","2018-01-07 10:30:00",91
16675,"3x2 brick mould","PRODUCTION","2018-01-07 10:25:00","2018-01-07 10:30:00",2194
16676,"3x2 brick mould","SCRAP","2018-01-07 10:25:00","2018-01-07 10:30:00",90
16677,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 10:25:00","2018-01-07 10:30:00",79
16678,"4x2 brick mould","PRODUCTION","2018-01-07 10:30:00","2018-01-07 10:35:00",0
16679,"4x2 brick mould","SCRAP","2018-01-07 10:30:00","2018-01-07 10:35:00",0
16680,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 10:30:00","2018-01-07 10:35:00",84
16681,"2x2 brick mould","PRODUCTION","2018-01-07 10:30:00","2018-01-07 10:35:00",2898
16682,"2x2 brick mould","SCRAP","2018-01-07 10:30:00","2018-01-07 10:35:00",85
16683,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 10:30:00","2018-01-07 10:35:00",89
16684,"3x2 brick mould","PRODUCTION","2018-01-07 10:30:00","2018-01-07 10:35:00",2651
16685,"3x2 brick mould","SCRAP","2018-01-07 10:30:00","2018-01-07 10:35:00",59
16686,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 10:30:00","2018-01-07 10:35:00",75
16687,"4x2 brick mould","PRODUCTION","2018-01-07 10:35:00","2018-01-07 10:40:00",3146
16688,"4x2 brick mould","SCRAP","2018-01-07 10:35:00","2018-01-07 10:40:00",112
16689,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 10:35:00","2018-01-07 10:40:00",81
16690,"2x2 brick mould","PRODUCTION","2018-01-07 10:35:00","2018-01-07 10:40:00",0
16691,"2x2 brick mould","SCRAP","2018-01-07 10:35:00","2018-01-07 10:40:00",0
16692,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 10:35:00","2018-01-07 10:40:00",86
16693,"3x2 brick mould","PRODUCTION","2018-01-07 10:35:00","2018-01-07 10:40:00",2351
16694,"3x2 brick mould","SCRAP","2018-01-07 10:35:00","2018-01-07 10:40:00",82
16695,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 10:35:00","2018-01-07 10:40:00",85
16696,"4x2 brick mould","PRODUCTION","2018-01-07 10:40:00","2018-01-07 10:45:00",3070
16697,"4x2 brick mould","SCRAP","2018-01-07 10:40:00","2018-01-07 10:45:00",91
16698,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 10:40:00","2018-01-07 10:45:00",84
16699,"2x2 brick mould","PRODUCTION","2018-01-07 10:40:00","2018-01-07 10:45:00",2740
16700,"2x2 brick mould","SCRAP","2018-01-07 10:40:00","2018-01-07 10:45:00",60
16701,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 10:40:00","2018-01-07 10:45:00",77
16702,"3x2 brick mould","PRODUCTION","2018-01-07 10:40:00","2018-01-07 10:45:00",2096
16703,"3x2 brick mould","SCRAP","2018-01-07 10:40:00","2018-01-07 10:45:00",55
16704,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 10:40:00","2018-01-07 10:45:00",77
16705,"4x2 brick mould","PRODUCTION","2018-01-07 10:45:00","2018-01-07 10:50:00",3137
16706,"4x2 brick mould","SCRAP","2018-01-07 10:45:00","2018-01-07 10:50:00",118
16707,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 10:45:00","2018-01-07 10:50:00",80
16708,"2x2 brick mould","PRODUCTION","2018-01-07 10:45:00","2018-01-07 10:50:00",2247
16709,"2x2 brick mould","SCRAP","2018-01-07 10:45:00","2018-01-07 10:50:00",42
16710,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 10:45:00","2018-01-07 10:50:00",89
16711,"3x2 brick mould","PRODUCTION","2018-01-07 10:45:00","2018-01-07 10:50:00",3183
16712,"3x2 brick mould","SCRAP","2018-01-07 10:45:00","2018-01-07 10:50:00",89
16713,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 10:45:00","2018-01-07 10:50:00",79
16714,"4x2 brick mould","PRODUCTION","2018-01-07 10:50:00","2018-01-07 10:55:00",0
16715,"4x2 brick mould","SCRAP","2018-01-07 10:50:00","2018-01-07 10:55:00",0
16716,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 10:50:00","2018-01-07 10:55:00",87
16717,"2x2 brick mould","PRODUCTION","2018-01-07 10:50:00","2018-01-07 10:55:00",3180
16718,"2x2 brick mould","SCRAP","2018-01-07 10:50:00","2018-01-07 10:55:00",136
16719,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 10:50:00","2018-01-07 10:55:00",76
16720,"3x2 brick mould","PRODUCTION","2018-01-07 10:50:00","2018-01-07 10:55:00",2640
16721,"3x2 brick mould","SCRAP","2018-01-07 10:50:00","2018-01-07 10:55:00",106
16722,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 10:50:00","2018-01-07 10:55:00",76
16723,"4x2 brick mould","PRODUCTION","2018-01-07 10:55:00","2018-01-07 11:00:00",3138
16724,"4x2 brick mould","SCRAP","2018-01-07 10:55:00","2018-01-07 11:00:00",137
16725,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 10:55:00","2018-01-07 11:00:00",85
16726,"2x2 brick mould","PRODUCTION","2018-01-07 10:55:00","2018-01-07 11:00:00",3138
16727,"2x2 brick mould","SCRAP","2018-01-07 10:55:00","2018-01-07 11:00:00",57
16728,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 10:55:00","2018-01-07 11:00:00",75
16729,"3x2 brick mould","PRODUCTION","2018-01-07 10:55:00","2018-01-07 11:00:00",2225
16730,"3x2 brick mould","SCRAP","2018-01-07 10:55:00","2018-01-07 11:00:00",128
16731,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 10:55:00","2018-01-07 11:00:00",77
16732,"4x2 brick mould","PRODUCTION","2018-01-07 11:00:00","2018-01-07 11:05:00",2624
16733,"4x2 brick mould","SCRAP","2018-01-07 11:00:00","2018-01-07 11:05:00",94
16734,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 11:00:00","2018-01-07 11:05:00",78
16735,"2x2 brick mould","PRODUCTION","2018-01-07 11:00:00","2018-01-07 11:05:00",0
16736,"2x2 brick mould","SCRAP","2018-01-07 11:00:00","2018-01-07 11:05:00",0
16737,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 11:00:00","2018-01-07 11:05:00",79
16738,"3x2 brick mould","PRODUCTION","2018-01-07 11:00:00","2018-01-07 11:05:00",2901
16739,"3x2 brick mould","SCRAP","2018-01-07 11:00:00","2018-01-07 11:05:00",40
16740,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 11:00:00","2018-01-07 11:05:00",89
16741,"4x2 brick mould","PRODUCTION","2018-01-07 11:05:00","2018-01-07 11:10:00",0
16742,"4x2 brick mould","SCRAP","2018-01-07 11:05:00","2018-01-07 11:10:00",0
16743,"4x2 brick mould","CORE TEMPERATURE","2018-01-07 11:05:00","2018-01-07 11:10:00",79
16744,"2x2 brick mould","PRODUCTION","2018-01-07 11:05:00","2018-01-07 11:10:00",0
16745,"2x2 brick mould","SCRAP","2018-01-07 11:05:00","2018-01-07 11:10:00",0
16746,"2x2 brick mould","CORE TEMPERATURE","2018-01-07 11:05:00","2018-01-07 11:10:00",79
16747,"3x2 brick mould","PRODUCTION","2018-01-07 11:05:00","2018-01-07 11:10:00",2974
16748,"3x2 brick mould","SCRAP","2018-01-07 11:05:00","2018-01-07 11:10:00",97
16749,"3x2 brick mould","CORE TEMPERATURE","2018-01-07 11:05:00","2018-01-07 11:10:00",76
